recordid,start,fwcode,mcode,section,errtype,varname,errordesc,start_fmt
1011,December 3, 2025 08:49,AR,SHC000047002016,Section B – Pregnancy related questions,Out-of-range,b1_3,Out-of-range value for b1_3. How many months ago did your last pregnancy end? (b1_3); expected 0–11 months since pregnancy ended,
1015,December 4, 2025 16:27,AR,SHH000017001105,Section B – Pregnancy related questions,Out-of-range,b1_3,Out-of-range value for b1_3. How many months ago did your last pregnancy end? (b1_3); expected 0–11 months since pregnancy ended,
1023,December 3, 2025 15:52,AR,EBG000020001401,Section B – Pregnancy related questions,Out-of-range,b1_3,Out-of-range value for b1_3. How many months ago did your last pregnancy end? (b1_3); expected 0–11 months since pregnancy ended,
1061,December 16, 2025 11:30,AR,SJB000018003074,Section B – Pregnancy related questions,Out-of-range,b1_3,Out-of-range value for b1_3. How many months ago did your last pregnancy end? (b1_3); expected 0–11 months since pregnancy ended,
1068,December 16, 2025 10:12,AR,SJA000026001011,Section B – Pregnancy related questions,Out-of-range,b1_3,Out-of-range value for b1_3. How many months ago did your last pregnancy end? (b1_3); expected 0–11 months since pregnancy ended,
