recordid,start,fwcode,mcode,section,errtype,varname,errordesc,start_fmt
1499,January 20, 2026 13:54,AL,NAC000028001902,Section B – Pregnancy related questions,Out-of-range,b1_3,Out-of-range value for b1_3. How many months ago did your last pregnancy end? (b1_3); expected 0–11 months since pregnancy ended,
